"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date","name","email","phone.number","credit_card"
"City Hotel",0,70,2016,"September",38,15,0,1,2,0,0,"SC","CHE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",125.1,0,1,"Check-Out","2016-09-16","Beverly Grant","BGrant@outlook.com","238-074-5363","************7241"
"City Hotel",1,188,2016,"June",25,15,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",119,NA,39,"Transient",130,0,0,"Canceled","2016-01-18","Christopher Maldonado","Christopher.Maldonado93@yandex.com","811-361-1261","************3298"
"City Hotel",0,2,2016,"July",29,11,1,2,1,0,0,"BB","PRT","Complementary","Corporate",1,2,6,"A","A",0,"No Deposit",NA,45,0,"Transient",0,0,1,"Check-Out","2016-07-14","Eric Brown","Eric.Brown@xfinity.com","844-477-6972","************8202"
"Resort Hotel",0,45,2017,"January",1,2,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",42,0,1,"Check-Out","2017-01-05","Mr. Gregory Coffey","Mr..C62@gmail.com","912-711-1864","************8610"
"City Hotel",0,4,2016,"March",11,7,1,3,2,0,0,"HB","DZA","Offline TA/TO","TA/TO",0,0,1,"A","A",0,"No Deposit",12,NA,0,"Transient-Party",106,0,0,"Check-Out","2016-03-11","Brittany Shelton","BShelton56@hotmail.com","969-895-6854","************9599"
"City Hotel",1,53,2017,"January",3,21,2,3,2,1,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",83,NA,0,"Transient",70.4,0,0,"Canceled","2016-12-01","Michael Mendez","Mendez.Michael@protonmail.com","741-357-4257","************1292"
"City Hotel",0,20,2015,"July",30,22,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",1,NA,0,"Transient-Party",62,0,0,"Check-Out","2015-07-24","Shari Dudley","Shari.Dudley@yandex.com","952-969-6989","************3519"
"City Hotel",1,27,2016,"June",24,9,0,1,2,0,0,"BB","PRT","Offline TA/TO","Corporate",0,0,0,"A","A",0,"No Deposit",191,NA,0,"Transient-Party",120,0,0,"Canceled","2016-06-02","Lauren Chapman","LaurenChapman@protonmail.com","359-727-9728","************4504"
"City Hotel",0,170,2016,"October",41,3,1,3,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit",9,NA,0,"Transient",108.9,0,2,"Check-Out","2016-10-07","Ellen Brown","Ellen.Brown@zoho.com","223-172-8917","************6590"
"Resort Hotel",1,31,2015,"July",30,25,3,6,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",154,0,1,"Canceled","2015-06-29","Brad Dougherty","Dougherty.Brad24@xfinity.com","397-016-7728","************7946"
"City Hotel",1,108,2016,"July",29,16,2,5,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",121.37,0,0,"Canceled","2016-05-08","John West","West_John92@hotmail.com","515-676-4540","************7196"
"City Hotel",0,44,2016,"January",1,2,2,1,2,0,0,"HB","ITA","Groups","TA/TO",0,0,0,"A","D",2,"No Deposit",1,NA,0,"Transient-Party",98,0,0,"Check-Out","2016-01-05","Jason Cooper","Jason.Cooper48@zoho.com","658-706-8520","************4843"
"Resort Hotel",0,38,2016,"March",13,24,0,3,2,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",3,"No Deposit",240,NA,0,"Transient",76.33,0,0,"Check-Out","2016-03-27","Makayla Garcia","Makayla.Garcia@yandex.com","423-839-7850","************8272"
"City Hotel",1,97,2016,"September",37,9,2,5,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",135.9,0,0,"Canceled","2016-06-19","Jonathan Stout","JonathanStout27@outlook.com","836-329-5788","************1702"
"Resort Hotel",0,90,2016,"August",32,6,1,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",191,0,1,"Check-Out","2016-08-08","Theresa Larson","Theresa_Larson51@att.com","796-674-3039","************3178"
"City Hotel",1,156,2017,"April",17,26,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",37,NA,0,"Transient",100,0,0,"Canceled","2016-11-21","Michael Spears","Michael_Spears@yahoo.com","936-250-0546","************4634"
"City Hotel",1,72,2016,"March",13,26,1,1,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",1,NA,0,"Transient",96,0,0,"Canceled","2016-02-09","Kayla Wright","KaylaWright@aol.com","643-718-8994","************5798"
"City Hotel",1,55,2016,"September",38,12,1,0,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",134.1,0,1,"Canceled","2016-09-08","Courtney Evans","Courtney_Evans@att.com","711-345-7742","************4895"
"City Hotel",1,171,2016,"August",32,4,2,3,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit",9,NA,0,"Transient",92.82,0,0,"Canceled","2016-05-01","Keith Padilla","Keith_P42@verizon.com","551-847-4992","************9743"
"Resort Hotel",0,2,2016,"February",6,4,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","D",0,"No Deposit",NA,94,0,"Transient",27,1,0,"Check-Out","2016-02-05","Karen White","Karen_W@aol.com","785-056-4481","************1475"
"City Hotel",0,346,2016,"September",38,13,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","B",0,"No Deposit",6,NA,0,"Transient-Party",115,0,1,"Check-Out","2016-09-15","Deborah Ramirez","Deborah.Ramirez@outlook.com","491-511-6027","************4565"
"Resort Hotel",1,37,2015,"September",39,26,1,1,2,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",119,0,4,"Canceled","2015-08-20","Miss Samantha Ibarra","Miss.Ibarra@gmail.com","262-190-9051","************5396"
"City Hotel",0,72,2015,"October",44,28,0,3,2,0,0,"BB","ISR","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",37,NA,58,"Transient-Party",85.67,0,1,"Check-Out","2015-10-31","Dr. Angela King","Dr..King75@comcast.net","597-175-1097","************7496"
"City Hotel",1,62,2017,"May",19,8,2,5,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"F","F",0,"No Deposit",57,NA,0,"Transient",228.21,0,0,"Canceled","2017-03-08","Tina Reynolds","Reynolds_Tina@verizon.com","150-959-1005","************2775"
"Resort Hotel",0,216,2016,"June",23,3,4,7,1,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",2,"No Deposit",40,NA,0,"Transient",60.9,0,0,"Check-Out","2016-06-14","Elizabeth Quinn DDS","DDS.Elizabeth98@hotmail.com","251-005-0608","************7864"
"City Hotel",0,0,2017,"February",5,4,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","D",1,"No Deposit",NA,NA,0,"Transient",101,0,0,"Check-Out","2017-02-05","John Williams","John.W@yandex.com","872-508-8982","************2826"
"Resort Hotel",1,462,2017,"May",21,25,0,3,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NA,NA,0,"Transient",78,0,0,"Canceled","2016-06-07","Andrew Smith","AndrewSmith@protonmail.com","793-444-2897","************1849"
"City Hotel",0,58,2016,"June",25,17,1,2,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",116.1,0,1,"Check-Out","2016-06-20","Michael Dunn","Michael_D@zoho.com","897-708-0752","************8825"
"Resort Hotel",0,26,2017,"August",32,7,3,8,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit",40,NA,0,"Group",125.1,0,1,"Check-Out","2017-08-18","Chad Woodward","Woodward.Chad@yahoo.com","481-017-3333","************4533"
"City Hotel",0,36,2015,"October",42,13,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","B",0,"No Deposit",26,NA,0,"Transient-Party",112,0,0,"Check-Out","2015-10-16","Deborah Vincent","Deborah_Vincent@yahoo.com","760-667-5569","************4312"
"City Hotel",0,102,2017,"April",17,24,1,3,1,0,0,"BB","IRL","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit",NA,424,0,"Transient-Party",90,0,0,"Check-Out","2017-04-28","Michael Mendez DVM","Michael.DVM@yahoo.com","746-129-0750","************2788"
"City Hotel",0,0,2016,"January",2,5,0,3,1,0,0,"BB","PRT","Complementary","Corporate",1,0,12,"D","D",0,"No Deposit",NA,45,0,"Transient",0,1,2,"Check-Out","2016-01-08","Elizabeth Ward","Ward_Elizabeth70@xfinity.com","840-537-3136","************4777"
"Resort Hotel",1,46,2017,"February",8,25,0,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",240,NA,0,"Transient",68,0,2,"Canceled","2017-02-13","William Carter","Carter.William@protonmail.com","676-470-7045","************7543"
"Resort Hotel",0,268,2015,"September",40,27,2,5,1,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",69,NA,0,"Contract",42.5,0,1,"Check-Out","2015-10-04","Luis Crawford","Luis.C@gmail.com","341-569-9519","************6484"
"City Hotel",0,134,2016,"July",28,4,1,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",109.8,1,0,"Check-Out","2016-07-06","Carol Rodgers","Carol_Rodgers@comcast.net","756-461-4231","************7475"
"Resort Hotel",0,24,2015,"October",41,10,0,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","F",0,"No Deposit",240,NA,0,"Transient",73,1,2,"Check-Out","2015-10-11","Heather Stephenson","Stephenson_Heather@verizon.com","865-558-1743","************4469"
"Resort Hotel",1,72,2016,"February",6,6,2,1,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"D","D",0,"No Deposit",NA,NA,0,"Transient-Party",73.33,0,0,"Canceled","2016-01-19","Robert Navarro","Robert_N@yahoo.com","695-902-7661","************1161"
"City Hotel",0,18,2016,"October",42,10,1,3,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",28,NA,0,"Transient",85,0,0,"Check-Out","2016-10-14","Alexander Williams","Williams_Alexander@att.com","931-044-7282","************8475"
"City Hotel",0,32,2017,"July",28,9,2,2,3,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit",168,NA,0,"Transient",129,0,0,"Check-Out","2017-07-13","Ashley Donovan","Ashley_D38@hotmail.com","646-418-8152","************2163"
"Resort Hotel",0,0,2016,"December",51,16,0,1,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"E","E",0,"No Deposit",NA,NA,0,"Transient",59,0,0,"Check-Out","2016-12-17","Jonathan Wright","JonathanWright85@att.com","218-359-4604","************6204"
"Resort Hotel",0,211,2016,"May",20,14,1,1,1,0,0,"HB","DEU","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit",298,NA,0,"Transient-Party",54.5,0,0,"Check-Out","2016-05-16","Brian Garcia","Brian_G93@aol.com","792-039-6453","************3123"
"City Hotel",0,15,2017,"February",8,21,0,3,1,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",83,NA,0,"Transient",74.13,0,0,"Check-Out","2017-02-24","Devon Wise","Devon.W67@comcast.net","411-681-0515","************4892"
"Resort Hotel",0,4,2016,"March",12,15,0,2,2,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit",NA,NA,0,"Transient",45,0,1,"Check-Out","2016-03-17","Mia Johnston","MJohnston@xfinity.com","948-537-5772","************3646"
"City Hotel",0,2,2015,"November",48,27,1,2,2,0,0,"BB","AUT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",7,NA,0,"Transient",59.75,0,1,"Check-Out","2015-11-30","Tiffany Buckley","Buckley_Tiffany@gmail.com","157-751-8286","************4983"
"City Hotel",0,43,2017,"June",24,11,2,5,2,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",145.71,0,1,"Check-Out","2017-06-18","Colton King","CKing@comcast.net","838-901-2837","************3069"
"City Hotel",1,326,2015,"September",37,8,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Transient",60,0,0,"Canceled","2015-05-28","Darryl Jackson","Darryl.Jackson@zoho.com","392-348-5823","************7539"
"Resort Hotel",1,172,2017,"July",31,31,1,4,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",240,NA,0,"Transient",198,0,0,"Canceled","2017-02-09","Jasmine Kirby","Jasmine_Kirby81@hotmail.com","290-306-4473","************7525"
"Resort Hotel",1,260,2015,"September",38,19,2,5,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund",96,NA,0,"Transient",54.99,0,0,"Canceled","2015-07-08","Greg Thomas","Thomas.Greg@aol.com","894-054-7224","************1682"
"City Hotel",0,221,2016,"August",33,12,0,1,1,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit",6,NA,147,"Transient-Party",73,0,0,"Check-Out","2016-08-13","Joseph Williams","Williams_Joseph79@comcast.net","845-099-0296","************7769"
"City Hotel",0,33,2015,"October",44,28,1,4,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit",28,NA,0,"Transient",77.4,0,0,"Check-Out","2015-11-02","Gabriella Wise","Gabriella_Wise@verizon.com","375-977-4752","************4375"
"City Hotel",0,55,2016,"May",20,8,2,1,3,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",159.3,0,0,"Check-Out","2016-05-11","Denise Brown","DeniseBrown@hotmail.com","638-517-3431","************3546"
"Resort Hotel",0,29,2015,"August",32,8,2,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",186.9,0,1,"Check-Out","2015-08-14","Leah Clark","Clark.Leah93@aol.com","773-801-6392","************8566"
"City Hotel",0,0,2016,"September",40,27,0,1,2,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",2,"No Deposit",174,NA,0,"Transient-Party",160,0,0,"Check-Out","2016-09-28","Jennifer Hansen","Jennifer_H@zoho.com","684-204-8454","************9883"
"Resort Hotel",1,17,2017,"March",10,5,2,1,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",68,0,0,"Canceled","2017-02-17","Tracy Goodwin","Tracy.G@hotmail.com","898-049-0693","************4843"
"City Hotel",0,88,2016,"March",14,31,2,6,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",72.25,0,1,"Check-Out","2016-04-08","Michael Porter","Porter.Michael@aol.com","758-293-1161","************7775"
"City Hotel",0,181,2017,"April",15,10,1,4,0,2,0,"BB","DEU","Online TA","TA/TO",0,0,0,"B","A",1,"No Deposit",9,NA,0,"Transient",103.05,0,2,"Check-Out","2017-04-15","Sandra Perez","SandraPerez@mail.com","108-663-0951","************9207"
"City Hotel",1,217,2016,"September",40,29,1,3,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",101.15,0,0,"Canceled","2016-02-29","Gary Conrad","Conrad.Gary@att.com","451-532-5012","************4231"
"City Hotel",1,174,2017,"June",22,1,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",58,NA,0,"Transient",100,0,0,"Canceled","2017-01-24","Monica White","White.Monica@outlook.com","967-308-8620","************7983"
"City Hotel",1,38,2017,"January",2,14,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"Non Refund",NA,67,0,"Transient",75,0,0,"Canceled","2016-12-07","Diana Brown","Brown_Diana68@xfinity.com","561-805-7448","************8799"
"Resort Hotel",0,253,2017,"April",17,23,2,5,1,0,0,"HB","GBR","Groups","TA/TO",0,0,0,"A","A",2,"No Deposit",273,NA,0,"Transient-Party",49.37,0,0,"Check-Out","2017-04-30","Leslie Austin","Austin_Leslie@xfinity.com","960-132-0453","************2966"
"Resort Hotel",0,203,2017,"May",21,25,0,3,1,0,0,"BB","GBR","Groups","TA/TO",0,0,0,"D","D",1,"No Deposit",NA,223,0,"Transient-Party",60,0,0,"Check-Out","2017-05-28","Brian Rivera","Brian_Rivera@zoho.com","965-630-4553","************9917"
"Resort Hotel",0,28,2017,"April",15,12,0,4,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit",240,NA,0,"Transient",151.25,0,2,"Check-Out","2017-04-16","Emma Nguyen","ENguyen@yandex.com","288-760-0312","************7424"
"City Hotel",0,2,2016,"March",14,30,0,1,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",101,0,2,"Check-Out","2016-03-31","Ronald White","RWhite@xfinity.com","746-487-7297","************8900"
"Resort Hotel",0,0,2017,"July",27,3,1,2,2,0,0,"SC","CHE","Direct","Direct",0,0,0,"G","I",0,"No Deposit",NA,NA,0,"Transient",0,0,2,"Check-Out","2017-07-06","Christina Hubbard","Christina_H@zoho.com","852-825-6131","************4895"
"City Hotel",0,58,2017,"April",13,1,1,1,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",7,NA,0,"Transient",72.42,0,1,"Check-Out","2017-04-03","Isaac Roberts MD","Isaac.M@yahoo.com","418-832-0456","************7446"
"Resort Hotel",0,7,2016,"November",46,7,1,1,2,0,0,"BB","CN","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",241,NA,0,"Transient",57.97,1,1,"Check-Out","2016-11-09","Michael Smith","MSmith68@mail.com","392-739-5440","************5958"
"Resort Hotel",0,66,2015,"September",39,25,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Group",80.1,1,2,"Check-Out","2015-09-27","Susan Russell","Susan_R24@att.com","206-848-4116","************1633"
"City Hotel",1,379,2015,"October",44,31,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Transient",62,0,0,"Canceled","2015-07-23","Kevin Jackson","KevinJackson@mail.com","224-420-8127","************4882"
"City Hotel",0,5,2016,"May",22,24,0,2,2,0,0,"BB","VEN","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit",NA,78,0,"Transient-Party",110,0,1,"Check-Out","2016-05-26","Katelyn Malone","KatelynMalone@zoho.com","741-002-7042","************4113"
"City Hotel",0,64,2017,"April",16,17,1,2,2,0,0,"SC","USA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",108,0,3,"Check-Out","2017-04-20","Rebecca Gray","Rebecca.Gray@protonmail.com","901-043-6521","************6529"
"City Hotel",0,99,2017,"June",24,11,2,2,2,0,0,"BB","SWE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient-Party",144,0,0,"Check-Out","2017-06-15","Kelsey Sparks","Kelsey_Sparks46@att.com","459-714-1378","************3168"
"Resort Hotel",0,42,2017,"February",7,18,2,5,2,0,0,"BB","FIN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",242,NA,0,"Transient",55.1,0,1,"Check-Out","2017-02-25","Angela Mclaughlin","Angela.Mclaughlin27@att.com","208-751-2782","************2710"
"City Hotel",1,38,2017,"February",9,26,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit",28,NA,0,"Transient",75,0,0,"Canceled","2017-02-24","Sean Wright","Sean_Wright31@yahoo.com","428-783-3517","************9202"
"Resort Hotel",1,33,2017,"February",7,14,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",240,NA,0,"Transient",68,0,2,"Canceled","2017-01-25","Nicole Hicks","Hicks_Nicole@zoho.com","987-869-0046","************3035"
"City Hotel",0,60,2017,"July",30,25,0,4,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",85,NA,0,"Transient",120,0,0,"Check-Out","2017-07-29","Jennifer Pratt","Pratt.Jennifer@hotmail.com","435-776-4084","************5607"
"Resort Hotel",1,38,2017,"May",21,27,1,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",240,NA,0,"Transient",120,0,1,"Canceled","2017-04-19","Olivia Hernandez","Hernandez_Olivia@protonmail.com","583-619-3734","************1063"
"Resort Hotel",0,33,2015,"July",28,8,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",240,NA,0,"Transient",155,0,0,"Check-Out","2015-07-15","Jonathan Kelly","Kelly_Jonathan@zoho.com","818-429-6070","************9034"
"City Hotel",0,2,2015,"August",34,21,1,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Contract",100.67,0,2,"Check-Out","2015-08-24","Pamela Flores","PamelaFlores85@verizon.com","230-590-4809","************6194"
"City Hotel",1,305,2017,"January",3,21,2,2,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",77.35,0,1,"Canceled","2016-08-10","Ryan Warren","Ryan_W@gmail.com","287-229-1495","************7311"
"City Hotel",1,42,2016,"April",15,5,0,3,1,0,0,"BB","SAU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",131.4,0,0,"Canceled","2016-03-28","Angela Carter","ACarter@xfinity.com","781-492-8122","************1708"
"Resort Hotel",1,214,2017,"May",18,5,0,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",54,0,0,"Canceled","2016-10-04","Kathleen Patterson","Kathleen_Patterson29@gmail.com","840-205-5136","************4299"
"Resort Hotel",1,184,2017,"June",24,11,2,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",410,NA,0,"Transient",63,0,0,"Canceled","2017-05-23","Jeremiah Zimmerman","Jeremiah.Zimmerman13@xfinity.com","336-297-6962","************7573"
"City Hotel",1,309,2016,"May",20,13,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",3,NA,215,"Transient-Party",101,0,0,"Canceled","2016-02-09","James Guerra","Guerra_James@protonmail.com","579-550-8395","************9922"
"City Hotel",0,215,2016,"November",48,21,1,2,1,0,0,"BB","LVA","Groups","Corporate",0,0,0,"A","A",0,"No Deposit",NA,233,0,"Transient",75,0,0,"Check-Out","2016-11-24","Timothy Callahan","Timothy_Callahan@yahoo.com","871-467-3512","************9393"
"City Hotel",1,295,2016,"April",18,28,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",1,NA,0,"Transient",62,0,0,"Canceled","2015-10-21","Chase Livingston","ChaseLivingston@gmail.com","694-837-1930","************6767"
"City Hotel",1,204,2015,"October",43,18,2,2,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",8,NA,0,"Transient",137,0,0,"Canceled","2015-07-27","Gregory Moreno","Moreno_Gregory@xfinity.com","962-443-9325","************9665"
"City Hotel",1,205,2016,"August",35,21,2,1,2,0,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",94.5,0,1,"Canceled","2016-04-06","Christina Jackson","ChristinaJackson@aol.com","788-374-0425","************5648"
"City Hotel",1,13,2017,"May",22,29,1,2,1,0,0,"BB","SWE","Direct","Direct",1,1,1,"A","A",0,"No Deposit",NA,NA,0,"Transient",95,0,0,"Canceled","2017-05-17","Raymond Collins","Collins.Raymond@yahoo.com","303-383-3570","************9486"
"City Hotel",1,119,2016,"July",29,13,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",42,NA,0,"Transient-Party",97.75,0,1,"Canceled","2016-04-19","Gregory Peterson","Gregory_P87@aol.com","695-707-3728","************3429"
"City Hotel",1,1,2016,"November",47,18,6,12,1,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",77.44,0,1,"No-Show","2016-11-18","Catherine Obrien","CatherineObrien@xfinity.com","635-363-1648","************9463"
"City Hotel",0,89,2016,"September",39,20,2,5,2,0,0,"BB","ROU","Offline TA/TO","TA/TO",0,0,0,"A","A",2,"No Deposit",138,NA,0,"Transient",95,0,2,"Check-Out","2016-09-27","Sean Davis","SeanDavis@yahoo.com","941-676-0301","************5256"
"Resort Hotel",0,367,2016,"August",35,21,4,10,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",2,NA,0,"Contract",57.8,0,1,"Check-Out","2016-09-04","Robert Gregory","RGregory@comcast.net","139-110-8756","************9369"
"Resort Hotel",0,222,2015,"September",38,14,1,1,2,0,0,"HB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",68,NA,0,"Transient-Party",80,0,1,"Check-Out","2015-09-16","Daisy Barron","Daisy_Barron@aol.com","294-617-5493","************9972"
"City Hotel",0,77,2017,"April",13,1,2,2,2,1,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",1,"No Deposit",22,NA,0,"Transient",111.6,0,0,"Check-Out","2017-04-05","Michael White","White.Michael@verizon.com","396-862-4176","************5449"
"City Hotel",0,64,2017,"February",5,4,0,1,2,0,0,"BB","CHE","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",85,NA,0,"Transient",67.5,0,0,"Check-Out","2017-02-05","Jennifer Diaz","JenniferDiaz@protonmail.com","691-841-1813","************1511"
"Resort Hotel",0,19,2017,"July",28,10,1,4,2,1,0,"HB","PRT","Direct","Direct",0,0,2,"D","D",3,"No Deposit",NA,NA,0,"Transient",245.5,0,3,"Check-Out","2017-07-15","Lindsay Barrett","LindsayBarrett@mail.com","105-286-9109","************4606"
"City Hotel",1,69,2017,"April",14,6,0,3,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"Non Refund",NA,197,0,"Transient",85,0,0,"Canceled","2017-01-27","Wendy Ray","WRay@protonmail.com","548-689-3202","************6651"
"City Hotel",1,444,2016,"December",49,1,0,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund",34,NA,39,"Transient",75,0,0,"Canceled","2015-10-23","Linda Sutton","Sutton_Linda@yandex.com","375-997-8444","************7903"
